1.182E2,8.281E-1,?,6.415E2,1.38E-3,1.324E-1,?,9.8E1,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-3.608E-2,8.142E-2,1.344E-1,8.343E-2,4.676E-3,-1.395E-1,3.436E-2,7.057E-2,2.746E-2,0E0,6.873E-1,1.23E2,5.242E3,6.511E4,5.041E7,Andalucia,Paco Nula,Instrumental,A,287412,128,110
1.32E2,7.812E-1,?,7.376E2,1.198E-3,1.135E-1,?,1.06E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,8.267E-3,1.195E-1,3.127E-2,-1.087E-1,1.801E-3,-1.007E-1,5.503E-2,1.2E-1,8.888E-2,0E0,5.655E-1,1.309E2,4.626E3,-2.343E4,4.252E7,Andalucia,Paco Nula,Instrumental,A,287412,128,110
1.342E2,8.828E-1,?,6.531E2,1.418E-3,1.221E-1,?,1.19E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,2.179E-2,5.971E-2,1.233E-1,-2.926E-2,2.252E-2,-5.712E-2,1.747E-3,-1.9E-2,-1.46E-2,0E0,6.806E-1,1.316E2,5.684E3,-2.746E4,5.828E7,Bullfighter's Dream,Ottmar Liebert,Instrumental,A,223725,128,117
1.223E2,8.125E-1,?,5.173E2,1.017E-3,9.557E-2,?,1.19E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-8.15E-2,2.338E-2,-1.682E-1,-1.325E-1,-3.307E-2,-5.308E-2,-9.644E-2,3.141E-2,9.816E-2,0E0,5.243E-1,1.266E2,5.514E3,-4.016E4,5.739E7,Bullfighter's Dream,Ottmar Liebert,Instrumental,A,223725,128,117
1.251E2,9.062E-1,?,4.851E2,1.353E-3,9.507E-2,?,8.9E1,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-7.747E-2,8.664E-3,1.955E-1,-5.097E-2,-1.693E-2,2.547E-2,3.411E-2,-7.18E-2,-1.561E-2,0E0,6.111E-1,1.253E2,5.497E3,6.821E4,5.487E7,Bullfighter's Dream,Ottmar Liebert,Instrumental,A,223725,128,117
1.507E2,8.984E-1,?,6.284E2,1.229E-3,1.041E-1,?,1.12E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,1.226E-1,1.26E-1,-1.489E-1,4.243E-2,1.414E-1,-4.495E-2,4.413E-2,1.749E-3,-5.199E-2,0E0,5.601E-1,1.403E2,5.089E3,-9.336E4,5.265E7,Viva Espana,James Last,Instrumental,A,219937,128,120
1.45E2,9.141E-1,?,6.262E2,1.516E-3,1.382E-1,?,1.28E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,1.518E-1,-9.25E-2,1.762E-1,1.61E-3,-2.398E-2,-1.765E-2,2.265E-2,8.204E-2,-3.491E-3,0E0,7.455E-1,1.344E2,5.632E3,-1.327E4,5.491E7,Viva Espana,James Last,Instrumental,A,219937,128,120
1.148E2,7.578E-1,?,8.177E2,1.27E-3,1.265E-1,?,1.05E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-8.113E-2,6.51E-2,-1.275E-1,-8.199E-2,7.392E-2,-4.047E-2,4.012E-2,-2.892E-3,4.149E-2,0E0,6.088E-1,1.208E2,5.004E3,1.246E4,4.98E7,Viva Espana,James Last,Instrumental,A,219937,128,120
1.285E2,8.477E-1,?,8.083E2,7.985E-4,8.16E-2,?,1.16E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,7.95E-3,-6.666E-2,-1.854E-2,-3.865E-2,-5.228E-2,2.653E-2,-1.127E-1,-1.543E-2,4.724E-2,0E0,3.808E-1,1.27E2,5.566E3,-1.091E4,5.561E7,Conciertos Para Enamorados,Manhattan Brass  Band,Instrumental,A,128953,128,129
1.168E2,7.852E-1,?,6.806E2,1.069E-3,9.36E-2,?,1.13E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,4.84E-2,3.196E-2,-8.362E-2,1.077E-1,-8.306E-2,6.499E-2,-1.384E-1,4.901E-3,1.347E-1,0E0,5.043E-1,1.207E2,5.381E3,2.944E4,5.301E7,Conciertos Para Enamorados,Manhattan Brass  Band,Instrumental,A,128953,128,129
1.428E2,8.828E-1,?,5.398E2,1.079E-3,8.909E-2,?,1.26E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,2.045E-1,6.595E-2,4.089E-2,-2.956E-2,-5.834E-2,-5.546E-2,-1.055E-1,1.175E-1,-6.687E-2,0E0,5.42E-1,1.368E2,5.26E3,-6.908E4,5.372E7,Conciertos Para Enamorados,Manhattan Brass  Band,Instrumental,A,128953,128,129
1.317E2,8.008E-1,?,5.803E2,1.559E-3,1.657E-1,?,1.04E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-5.578E-3,-1.234E-2,-7.124E-2,-6.952E-2,-2.011E-2,8.364E-2,1.868E-3,1.967E-2,-7.661E-2,0E0,8.551E-1,1.292E2,5.124E3,-4.855E4,5.012E7,Santa Fe,Raul Di Blasio,Instrumental,A,331559,128,113
1.306E2,7.5E-1,?,6.733E2,6.834E-4,5.741E-2,?,1.1E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,2.013E-2,2.421E-1,-2.663E-2,-1.026E-2,-5.668E-2,1.113E-1,-3.144E-3,-5.437E-2,7.165E-2,0E0,3E-1,1.298E2,4.45E3,-1.239E4,3.999E7,Santa Fe,Raul Di Blasio,Instrumental,A,331559,128,113
1.199E2,9.258E-1,?,7.106E2,1.525E-3,1.186E-1,?,1.08E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-1.161E-1,-1.258E-1,-9.282E-2,7.933E-3,4.341E-2,-7.301E-2,1.944E-1,-1.365E-2,3.019E-2,0E0,6.994E-1,1.247E2,6.273E3,4.494E4,6.822E7,Santa Fe,Raul Di Blasio,Instrumental,A,331559,128,113
1.153E2,7.891E-1,?,3.952E2,1.34E-3,1.287E-1,?,9.4E1,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-2.068E-1,-1.027E-1,-6.404E-2,5.9E-4,-1.298E-1,-3.629E-2,6.562E-2,-1.486E-1,2.128E-3,0E0,7.705E-1,1.22E2,5.295E3,2.765E4,5.25E7,Philippe Audin - Bananas mambo,Diego Modena & Jean,Instrumental,A,205675,128,128
1.036E2,8.477E-1,?,8.236E2,1.84E-3,1.43E-1,?,1.02E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-1.31E-1,-4.584E-2,-3.595E-2,-9.908E-2,-1.132E-1,1.04E-1,-6.68E-2,-8.285E-2,-7.157E-2,0E0,7.929E-1,1.196E2,6.151E3,2.606E4,6.24E7,Philippe Audin - Bananas mambo,Diego Modena & Jean,Instrumental,A,205675,128,128
8.772E1,7.148E-1,?,6.803E2,1.17E-3,1.207E-1,?,7.8E1,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-2.331E-1,-2.846E-2,-6.783E-2,-1.048E-1,-4.856E-2,-9.207E-2,-9.794E-2,-3.987E-2,-1.203E-1,0E0,5.058E-1,1.092E2,5.812E3,1.094E5,6.208E7,Philippe Audin - Bananas mambo,Diego Modena & Jean,Instrumental,A,205675,128,128
1.309E2,8.945E-1,?,8.581E2,1.538E-3,1.412E-1,?,1.06E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-7.285E-2,-1.417E-1,-7.512E-2,-5.714E-2,7.722E-2,-9.801E-2,-6.273E-2,7.005E-2,-4.484E-2,0E0,7.157E-1,1.289E2,5.987E3,-4.917E4,6.158E7,Ven Conmigo,Roberto Perera,Instrumental,A,185769,128,104
1.271E2,8.32E-1,?,5.379E2,1.374E-3,1.391E-1,?,1.16E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,2.186E-3,4.443E-2,-1.705E-1,-2.174E-2,-3.075E-2,-6.239E-2,-3.717E-2,-3.756E-3,5.917E-3,0E0,7.884E-1,1.269E2,5.617E3,-2.636E4,5.748E7,Ven Conmigo,Roberto Perera,Instrumental,A,185769,128,104
1.236E2,7.617E-1,?,4.563E2,1.188E-3,9.487E-2,?,9.8E1,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-2.085E-2,5.655E-2,-3.738E-1,-8.182E-2,6.808E-2,4.597E-2,6.879E-2,1.05E-1,7.977E-2,0E0,5.325E-1,1.266E2,5.324E3,-5.673E4,5.497E7,Ven Conmigo,Roberto Perera,Instrumental,A,185769,128,104
1.278E2,9.609E-1,?,6.446E2,1.241E-3,1.086E-1,?,1.07E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-3.027E-2,-9.659E-2,6.105E-2,-1.984E-1,1.728E-1,5.802E-2,8.135E-2,-8.813E-2,-3.84E-3,0E0,5.452E-1,1.26E2,5.812E3,8.218E4,6.061E7,Top Of The World,Manhattan Brass  Band,Instrumental,A,122710,128,200
1.214E2,7.969E-1,?,6.925E2,1.059E-3,9.723E-2,?,1.06E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-1.197E-1,2.737E-2,2.067E-2,-1.386E-1,1.108E-1,-5.643E-3,-2.735E-2,-6.428E-2,9.789E-3,0E0,4.789E-1,1.231E2,4.951E3,3.894E4,4.888E7,Top Of The World,Manhattan Brass  Band,Instrumental,A,122710,128,200
1.36E2,8.75E-1,?,7.328E2,8.581E-4,9.621E-2,?,1.17E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,1.465E-1,1.889E-2,8.313E-2,2.401E-2,3.517E-2,1.212E-1,-5.537E-2,1.502E-4,-9.474E-2,0E0,4.845E-1,1.309E2,5.271E3,4.62E3,5.024E7,Top Of The World,Manhattan Brass  Band,Instrumental,A,122710,128,200
1.343E2,8.008E-1,?,7.258E2,1.534E-3,1.565E-1,?,1.01E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-4.202E-2,9.875E-3,-1.602E-1,-3.256E-2,-9.95E-2,7.389E-2,-8.816E-2,-7.237E-2,-1.027E-1,0E0,8.035E-1,1.299E2,5.113E3,-5.065E4,5.007E7,Whisky In The Jar,Free The Spirit,Instrumental,A,244963,128,124
1.228E2,8.359E-1,?,8.452E2,7.36E-4,1.132E-1,?,1.05E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-4.43E-2,7.127E-2,-3.905E-2,3.952E-2,1.894E-2,1.824E-2,9.651E-2,8.92E-2,5.537E-3,0E0,3.706E-1,1.253E2,5.116E3,3.739E4,4.856E7,Whisky In The Jar,Free The Spirit,Instrumental,A,244963,128,124
1.348E2,9.062E-1,?,6.794E2,1.218E-3,1.154E-1,?,1.09E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,6.428E-2,9.401E-2,1.637E-1,1.36E-2,5.269E-3,4.812E-2,-4.479E-2,8.469E-2,-9.259E-3,0E0,5.989E-1,1.31E2,5.56E3,3.581E4,5.577E7,Whisky In The Jar,Free The Spirit,Instrumental,A,244963,128,124
1.379E2,8.984E-1,?,6.119E2,2.064E-3,1.479E-1,?,1.06E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,6.794E-2,3.439E-2,-6.919E-2,-9.671E-2,9.034E-2,-2.791E-2,7.417E-2,1.053E-1,2.454E-2,0E0,9.024E-1,1.352E2,5.397E3,-7.009E4,5.555E7,Oye Mi Canto,James Last,Instrumental,A,294517,128,120
1.397E2,8.359E-1,?,7.725E2,1.634E-3,1.363E-1,?,1.17E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,8.583E-2,-3.09E-2,-1.435E-1,7.614E-5,1.237E-2,2.339E-3,3.701E-2,1.251E-1,-3.198E-2,0E0,7.056E-1,1.349E2,5.234E3,-1.076E5,5.156E7,Oye Mi Canto,James Last,Instrumental,A,294517,128,120
1.017E2,7.383E-1,?,6.821E2,1.543E-3,1.522E-1,?,1.03E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-1.975E-1,1.183E-2,-2.268E-1,8.468E-2,-1.45E-2,-2.72E-2,2.936E-2,4.45E-2,5.264E-2,0E0,7.789E-1,1.136E2,5.382E3,6.112E4,5.374E7,Oye Mi Canto,James Last,Instrumental,A,294517,128,120
1.153E2,7.852E-1,?,6.7E2,1.077E-3,9.614E-2,?,1.09E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-8.871E-2,6.955E-2,-1.92E-2,6.125E-2,5.938E-2,9.993E-3,5.277E-3,-1.135E-1,-6.151E-2,0E0,5.119E-1,1.209E2,5.091E3,-5.76E3,4.732E7,Philippe Audin - Song of Ocarina,Diego Modena & Jean,Instrumental,A,222497,128,102
1.129E2,8.398E-1,?,7.207E2,9.164E-4,9.643E-2,?,1.15E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-1.023E-1,1.787E-2,3.944E-2,-6.722E-2,2.148E-4,1.041E-1,-8.695E-2,-8.445E-2,-2.605E-3,0E0,4.638E-1,1.221E2,5.555E3,5.576E4,5.594E7,Philippe Audin - Song of Ocarina,Diego Modena & Jean,Instrumental,A,222497,128,102
1.262E2,8.438E-1,?,7.615E2,9.432E-4,1.104E-1,?,1.15E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-3.917E-2,-4.853E-2,-4.445E-2,-1.128E-1,3.702E-2,3.303E-2,1.269E-1,-6.664E-2,-7.185E-3,0E0,4.471E-1,1.275E2,5.339E3,2.136E4,5.24E7,Philippe Audin - Song of Ocarina,Diego Modena & Jean,Instrumental,A,222497,128,102
1.081E2,7.93E-1,?,6.23E2,1.628E-3,1.404E-1,?,9.8E1,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-1.541E-1,-9.622E-2,-6.387E-2,2.231E-2,-7.726E-2,1.459E-2,-2.531E-2,-1.107E-1,-5.093E-3,0E0,8.044E-1,1.192E2,5.917E3,5.833E4,6.118E7,Luna de Paris,Raul Di Blasio,Instrumental,A,211004,128,120
1.065E2,7.461E-1,?,7.217E2,1.222E-3,1.143E-1,?,9.3E1,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-2.014E-1,-1.759E-2,-5.124E-2,-6.846E-2,-3.835E-2,7.645E-2,7.024E-2,-5.21E-2,-3.739E-2,0E0,6.588E-1,1.162E2,5.366E3,5.794E4,5.285E7,Luna de Paris,Raul Di Blasio,Instrumental,A,211004,128,120
1.216E2,8.75E-1,?,5.261E2,1.391E-3,1.184E-1,?,1.02E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-6.56E-2,-5.365E-2,1.543E-2,4.834E-2,2.392E-2,-7.444E-3,-4.85E-2,2.485E-2,5.436E-2,0E0,7.571E-1,1.271E2,5.746E3,2.835E4,5.729E7,Luna de Paris,Raul Di Blasio,Instrumental,A,211004,128,120
1.076E2,8.32E-1,?,6.988E2,1.881E-3,1.498E-1,?,1.04E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-8.457E-2,-2.705E-1,1.258E-2,1.604E-2,-7.4E-2,-1.786E-2,7.3E-2,5.26E-2,4.895E-2,0E0,7.39E-1,1.194E2,6.29E3,6.136E4,6.391E7,Place in the sun,Roberto Perera,Instrumental,A,265391,128,191
1.274E2,7.93E-1,?,5.811E2,6.034E-5,2.461E-2,?,9.7E1,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-1.354E-1,-6.95E-2,-4.422E-2,1.476E-2,-8.606E-2,3.676E-2,-1.988E-2,-1.15E-1,-3.219E-2,0E0,3.075E-2,1.274E2,5.236E3,-3.817E4,5.062E7,Place in the sun,Roberto Perera,Instrumental,A,265391,128,191
1.093E2,8.32E-1,?,7.322E2,1.73E-3,1.592E-1,?,1.09E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-6.185E-2,-1.874E-1,-7.438E-2,5.278E-2,-5.356E-2,-2.628E-2,-2.035E-2,-3.592E-3,2.937E-3,0E0,8.341E-1,1.185E2,6.032E3,5.511E4,5.954E7,Place in the sun,Roberto Perera,Instrumental,A,265391,128,191
1.219E2,8.164E-1,?,7.436E2,1.151E-3,1.06E-1,?,9.9E1,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-6.322E-2,-1.109E-2,-4.576E-2,-3.233E-3,-9.665E-3,3.325E-2,2.698E-2,8.464E-2,-1.844E-2,0E0,5.702E-1,1.258E2,5.681E3,-1.989E3,5.564E7,Espana Cani for 3 Trumpeters,Tokyo Kosei Wind Orchestra,Instrumental,A,212231,128,126
1.242E2,8.359E-1,?,7.373E2,9.683E-4,9.043E-2,?,1.01E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-1.198E-1,7.083E-2,-2.447E-3,-2.982E-2,6.283E-2,-1.044E-1,-2.331E-2,1.164E-1,-2.912E-2,0E0,4.542E-1,1.271E2,5.282E3,8.709E3,5.14E7,Espana Cani for 3 Trumpeters,Tokyo Kosei Wind Orchestra,Instrumental,A,212231,128,126
1.201E2,7.148E-1,?,4.158E2,1.303E-4,9.399E-3,?,1.21E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,8.14E-2,2.084E-1,-1.035E-1,-7.041E-2,4.475E-2,6.627E-2,9.209E-2,-5.028E-2,1.128E-1,0E0,6.333E-2,1.217E2,4.705E3,1.928E4,4.444E7,Espana Cani for 3 Trumpeters,Tokyo Kosei Wind Orchestra,Instrumental,A,212231,128,126
1.299E2,8.242E-1,?,7.245E2,1.264E-3,1.339E-1,?,1.06E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,5.634E-3,-9.677E-2,-1.11E-1,2.406E-2,-1.127E-1,-1.09E-1,-6.648E-4,4.007E-2,-4.016E-2,0E0,7.271E-1,1.297E2,5.503E3,-4.267E4,5.408E7,Dancing Under The Moon,Ottmar Liebert,Instrumental,A,276284,128,116
1.44E2,8.867E-1,?,8.598E2,8.64E-4,1.113E-1,?,1.2E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,1.243E-1,1.432E-1,-4.707E-2,2.707E-2,5.971E-2,8.33E-2,2.73E-3,-1.416E-2,9.878E-2,0E0,4.494E-1,1.348E2,5.189E3,-4.453E4,5.113E7,Dancing Under The Moon,Ottmar Liebert,Instrumental,A,276284,128,116
1.128E2,7.5E-1,?,6.565E2,1.172E-3,1.117E-1,?,1.13E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-5.743E-2,4.595E-2,-6.231E-2,3.505E-2,-1.374E-2,-1.298E-1,8.084E-2,-2.127E-2,-5.821E-5,0E0,5.792E-1,1.208E2,5.407E3,2.678E4,5.518E7,Dancing Under The Moon,Ottmar Liebert,Instrumental,A,276284,128,116
1.05E2,8.594E-1,?,8.524E2,1.041E-3,9.597E-2,?,9.6E1,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-2.386E-1,-5.775E-2,1.986E-2,-3.795E-2,-8.938E-2,3.188E-2,3.114E-2,3.543E-2,3.818E-2,0E0,5.44E-1,1.175E2,6.066E3,8.377E4,6.498E7,Mambo Jambo,Tokyo Kosei Wind Orchestra,Instrumental,A,258128,128,122
9.112E1,7.734E-1,?,8.783E2,1.636E-3,1.37E-1,?,8.5E1,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-2.618E-1,-9.265E-2,4.086E-2,1.035E-2,-4.205E-2,1.412E-2,-3.238E-2,4.078E-2,-1.879E-1,0E0,7.421E-1,1.082E2,5.819E3,1.36E5,6.116E7,Mambo Jambo,Tokyo Kosei Wind Orchestra,Instrumental,A,258128,128,122
9.792E1,7.383E-1,?,6.492E2,9.618E-4,7.735E-2,?,8.7E1,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-2.801E-1,2.126E-2,3.67E-2,7.897E-3,4.658E-2,-7.001E-3,8.567E-2,-5.215E-2,-2.962E-2,0E0,4.563E-1,1.117E2,5.53E3,1.513E5,5.836E7,Mambo Jambo,Tokyo Kosei Wind Orchestra,Instrumental,A,258128,128,122
1.175E2,7.383E-1,?,8.647E2,8.908E-4,8.891E-2,?,9E1,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-2.512E-1,-2.218E-2,-1.055E-2,8.204E-2,-3.355E-2,-4.986E-2,-1.111E-3,-1.038E-1,-1.856E-2,0E0,4.45E-1,1.216E2,4.88E3,2.715E4,4.596E7,Ob-La-Di  Ob-La-Da,Tokyo Kosei Wind Orchestra,Instrumental,A,205048,128,122
9.145E1,7.383E-1,?,6.909E2,8.906E-4,6.236E-2,?,8.7E1,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-3.53E-1,-9.973E-2,4.932E-2,-3.581E-3,6.974E-2,-4.415E-2,-3.234E-2,-2.133E-2,1.824E-2,0E0,3.734E-1,1.102E2,5.99E3,1.735E5,6.556E7,Ob-La-Di  Ob-La-Da,Tokyo Kosei Wind Orchestra,Instrumental,A,205048,128,122
