1.163E2,7.969E-1,?,5.297E2,1.522E-3,1.344E-1,?,1.02E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-1.059E-1,1.651E-1,1.166E-1,4.135E-2,1.245E-2,-2.564E-2,-7.09E-2,-4.475E-2,-1.547E-1,0E0,7.892E-1,1.225E2,4.927E3,6.16E4,4.766E7,Holding Back The Years,Inishkea,Instrumental,C,203350,128,195
1.255E2,7.812E-1,?,7.727E2,1.633E-3,1.287E-1,?,1.01E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-5.137E-2,3.449E-1,1.045E-1,-1.658E-2,-1.704E-2,1.035E-1,-1.297E-1,-2.212E-1,-1.473E-1,0E0,6.522E-1,1.273E2,4.304E3,5.174E3,3.914E7,Holding Back The Years,Inishkea,Instrumental,C,203350,128,195
1.012E2,7.578E-1,?,6.013E2,1.446E-3,1.404E-1,?,9.3E1,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-1.895E-1,2.013E-1,1.042E-1,-1.071E-3,1.701E-2,6.382E-3,2.762E-2,-3.904E-2,1.38E-2,0E0,6.985E-1,1.148E2,5.526E3,1.195E5,5.75E7,Holding Back The Years,Inishkea,Instrumental,C,203350,128,195
1.251E2,7.734E-1,?,7.236E2,1.024E-3,1.005E-1,?,1.04E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,2.057E-2,8.204E-2,-2.962E-2,1.773E-1,-2.053E-2,5.278E-2,-2.191E-2,7.24E-2,9.343E-2,0E0,5.171E-1,1.261E2,4.877E3,-5.363E3,4.502E7,Love Changes Everything,Shadows,Instrumental,C,203010,128,178
1.41E2,9.18E-1,?,8.174E2,9.724E-4,9.625E-2,?,1.23E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,1.579E-1,-1.554E-1,-1.022E-1,-5.987E-2,1.78E-1,-2.397E-2,-1.384E-1,7.571E-3,-1.619E-1,0E0,4.606E-1,1.332E2,6.014E3,-7.256E4,6.115E7,Love Changes Everything,Shadows,Instrumental,C,203010,128,178
1.293E2,8.242E-1,?,7.93E2,1.232E-3,1.104E-1,?,1.14E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,5.362E-2,-2.56E-2,-4.232E-2,5.656E-2,9.913E-2,1.305E-1,5.748E-3,1.301E-2,1.185E-1,0E0,5.585E-1,1.286E2,5.337E3,-5.328E3,4.914E7,Love Changes Everything,Shadows,Instrumental,C,203010,128,178
9.944E1,7.93E-1,?,6.815E2,2.046E-3,1.604E-1,?,1.01E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-2.096E-1,-9.178E-3,8.238E-2,4.104E-3,5.828E-2,7.427E-2,2.859E-2,-5.327E-2,-7.573E-2,0E0,9.079E-1,1.15E2,5.705E3,1.402E5,5.8E7,Where Does My Heart Beat Now,The Filmscore Orchestra,Instrumental,C,272444,128,75
1.386E2,9.219E-1,?,9.261E2,1.357E-3,1.329E-1,?,1.07E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,6.187E-2,-2.845E-2,4.398E-2,1.13E-2,-1.306E-1,5.013E-2,-3.657E-2,5.154E-2,1.606E-3,0E0,6.077E-1,1.331E2,5.858E3,5.109E1,5.851E7,Where Does My Heart Beat Now,The Filmscore Orchestra,Instrumental,C,272444,128,75
1.303E2,9.258E-1,?,7.404E2,1.383E-3,1.33E-1,?,1.02E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,9.784E-2,-1.39E-1,1.129E-1,2.162E-2,1.164E-1,1.245E-1,-1.389E-1,-9.773E-2,4.534E-2,0E0,6.725E-1,1.299E2,6.19E3,1.229E4,6.399E7,Where Does My Heart Beat Now,The Filmscore Orchestra,Instrumental,C,272444,128,75
1.241E2,7.93E-1,?,6.19E2,1.585E-3,1.343E-1,?,1.01E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-2.572E-1,-2.593E-1,-1.586E-1,5.658E-2,2.789E-2,-8.37E-2,4.353E-2,4.598E-2,1.412E-2,0E0,6.846E-1,1.291E2,5.709E3,-7.188E4,5.647E7,Water From The Moon,The Filmscore Orchestra,Instrumental,C,297443,128,66
1.3E2,8.867E-1,?,5.978E2,8.368E-4,8.13E-2,?,1.07E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-6.457E-2,1.105E-1,2.458E-1,7.673E-3,-2.062E-1,-4.398E-2,-5.194E-2,-8.044E-2,-1.84E-2,0E0,4.087E-1,1.284E2,5.69E3,-3.754E3,5.761E7,Water From The Moon,The Filmscore Orchestra,Instrumental,C,297443,128,66
9.427E1,8.633E-1,?,6.508E2,1.805E-3,1.424E-1,?,1.02E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-1.071E-1,-2.092E-1,-8.563E-2,-3.963E-2,1.115E-1,-5.219E-2,-2.522E-2,1.514E-1,5.576E-2,0E0,7.674E-1,1.129E2,6.651E3,1.465E5,7.213E7,Water From The Moon,The Filmscore Orchestra,Instrumental,C,297443,128,66
1.154E2,8.516E-1,?,8.746E2,1.505E-3,1.286E-1,?,1.06E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-5.117E-2,1.958E-2,4.105E-2,3.199E-2,-3.883E-2,3.117E-2,-1.213E-1,-1.168E-1,-6.413E-2,0E0,6.955E-1,1.219E2,5.576E3,4.411E4,5.561E7,Woman In Love,Ray Hamilton & Orchestra,Instrumental,C,226285,128,169
1.319E2,8.359E-1,?,7.071E2,1.482E-3,1.199E-1,?,1.06E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-8.555E-4,5.387E-2,2.401E-2,-1.222E-1,-2.762E-2,4.369E-3,5.452E-3,-6.622E-2,-1.087E-2,0E0,6.99E-1,1.315E2,4.955E3,-2.472E4,4.769E7,Woman In Love,Ray Hamilton & Orchestra,Instrumental,C,226285,128,169
1.232E2,7.773E-1,?,6.605E2,1.072E-3,9.848E-2,?,1.15E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-4.373E-2,5.213E-2,-1.385E-2,-1.741E-2,7.425E-2,-8.753E-2,-2.632E-3,-2.651E-2,2.15E-2,0E0,5.364E-1,1.234E2,5.438E3,1.24E4,5.479E7,Woman In Love,Ray Hamilton & Orchestra,Instrumental,C,226285,128,169
1.121E2,7.5E-1,?,6.961E2,1.759E-3,1.619E-1,?,9E1,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-2.5E-1,-1.805E-1,-2.65E-2,-1.183E-1,-1.562E-2,-6.479E-2,1.604E-1,-2.91E-2,2.544E-2,0E0,7.752E-1,1.196E2,5.773E3,2.695E4,5.981E7,Jamaician Farewell,Francis Purcell,Instrumental,C,159960,128,124
1.159E2,9.141E-1,?,7.671E2,1.55E-3,1.355E-1,?,9.5E1,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-2.253E-1,-2.605E-1,6.239E-2,-1.387E-2,-5.57E-2,-8.736E-2,3.397E-2,-1.09E-2,8.53E-3,0E0,7.268E-1,1.227E2,6.378E3,8.434E4,6.709E7,Jamaician Farewell,Francis Purcell,Instrumental,C,159960,128,124
8.546E1,8.555E-1,?,6.628E2,1.679E-3,1.346E-1,?,8.6E1,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-3.997E-1,-2.296E-1,2.138E-2,-1.046E-1,5.809E-2,1.249E-1,-4.696E-2,7.004E-2,-4.783E-2,0E0,5.899E-1,1.103E2,6.533E3,1.686E5,7.261E7,Jamaician Farewell,Francis Purcell,Instrumental,C,159960,128,124
1.202E2,9.375E-1,?,8.912E2,1.241E-3,1.109E-1,?,1E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-1.014E-1,-1.577E-1,1.933E-1,-2.249E-1,8.898E-3,-6.929E-3,-1.083E-2,-9.96E-2,4.545E-2,0E0,5.477E-1,1.22E2,6.694E3,9.634E4,7.465E7,Philippe Audin - Lemmon tree,Diego Modena & Jean,Instrumental,C,195722,128,142
1.459E2,8.516E-1,?,5.8E2,1.221E-3,1.24E-1,?,1.23E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,6.892E-2,1.932E-1,4.623E-2,6.712E-2,2.158E-2,-4.399E-2,-7.96E-2,6.817E-2,-5.345E-2,0E0,6.236E-1,1.377E2,4.676E3,-8.85E4,4.496E7,Philippe Audin - Lemmon tree,Diego Modena & Jean,Instrumental,C,195722,128,142
1.093E2,7.578E-1,?,6.278E2,1.133E-3,1.178E-1,?,8.5E1,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-2.286E-1,-6.247E-2,-2.915E-2,8.365E-3,5.437E-2,-1.157E-1,-4.576E-2,-8.129E-2,5.627E-2,0E0,5.516E-1,1.189E2,5.401E3,6.278E4,5.606E7,Philippe Audin - Lemmon tree,Diego Modena & Jean,Instrumental,C,195722,128,142
1.54E2,9.102E-1,?,6.042E2,1.107E-3,8.78E-2,?,1.23E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,1.406E-1,-2.16E-3,7.223E-2,-6.856E-2,6.916E-3,6.458E-4,1.211E-1,6.862E-2,-1.4E-1,0E0,4.754E-1,1.41E2,5.223E3,-7.248E4,5.271E7,Love Is All,Gheorghe Zamfir,Instrumental,C,210011,128,164
1.571E2,9.336E-1,?,6.882E2,8.79E-4,8.828E-2,?,1.19E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,2.087E-1,-1.24E-2,-2.135E-2,6.152E-2,-2.365E-2,-5.015E-2,8.12E-2,-1.401E-2,1.213E-2,0E0,4.849E-1,1.434E2,5.781E3,-1.155E5,6.051E7,Love Is All,Gheorghe Zamfir,Instrumental,C,210011,128,164
1.166E2,7.969E-1,?,6.863E2,9.966E-4,9.761E-2,?,1.17E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-3.856E-2,2.234E-2,-1.006E-1,-9.326E-2,-4.632E-2,-9.627E-2,-4.199E-3,-6.457E-3,2.55E-2,0E0,4.976E-1,1.218E2,5.708E3,3.48E4,6.022E7,Love Is All,Gheorghe Zamfir,Instrumental,C,210011,128,164
1.349E2,7.852E-1,?,7.471E2,1.197E-3,1.136E-1,?,1.07E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,5.623E-2,4.368E-2,-4.182E-2,4.715E-2,3.518E-2,4.648E-2,3.535E-2,-7.03E-2,7.321E-2,0E0,5.873E-1,1.3E2,5.268E3,-3.726E4,4.971E7
1.615E2,8.789E-1,?,6.724E2,1.4E-3,1.184E-1,?,1.28E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,2.582E-1,1.358E-1,-4.09E-2,-4.806E-2,1.545E-2,-1.11E-1,-1.646E-1,-9.549E-2,-2.297E-2,0E0,6.195E-1,1.471E2,4.758E3,-1.202E5,4.933E7
1.412E2,8.477E-1,?,6.941E2,1.547E-3,1.49E-1,?,1.08E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,5.846E-2,-9.835E-2,-4.985E-2,2.691E-2,-3.378E-3,-5.322E-2,6.808E-2,7.658E-2,-8.572E-3,0E0,7.97E-1,1.34E2,5.675E3,-1.031E5,5.608E7
1.094E2,7.148E-1,?,5.302E2,9.868E-4,7.177E-2,?,8.9E1,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-1.638E-1,1.249E-1,2.228E-2,5.437E-2,-7.539E-2,8.161E-2,3.68E-2,-1.789E-2,-1.964E-2,0E0,4.78E-1,1.166E2,4.732E3,5.153E4,4.376E7,Send In the Clowns,Smooth Groove Masters,Instrumental,C,138880,128,188
1.399E2,8.945E-1,?,6.499E2,5.054E-4,4.68E-2,?,9.3E1,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-1.502E-2,-1.047E-2,8.058E-2,7.073E-2,-6.315E-2,5.177E-2,-7.96E-2,-2.315E-4,5.717E-2,0E0,3.007E-1,1.34E2,5.519E3,-4.936E4,5.455E7,Send In the Clowns,Smooth Groove Masters,Instrumental,C,138880,128,188
1.345E2,8.633E-1,?,6.686E2,1.242E-3,1.155E-1,?,1.08E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,4.386E-2,1.252E-1,7.7E-2,9.06E-2,-3.113E-2,2.079E-2,1.7E-1,-5.071E-2,-6.539E-2,0E0,5.802E-1,1.318E2,5.005E3,-8.51E2,4.667E7,Send In the Clowns,Smooth Groove Masters,Instrumental,C,138880,128,188
1.208E2,7.773E-1,?,9E2,1.359E-3,1.26E-1,?,1.07E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-4.019E-2,1.036E-1,-1.745E-1,2.626E-2,-3.236E-2,6.534E-2,8.636E-3,-5.349E-3,2.207E-2,0E0,6.627E-1,1.231E2,4.982E3,-1.514E4,4.743E7,Jealous Guy ( John Lennon ),Smooth Groove Masters,Instrumental,C,170096,128,148
1.374E2,7.93E-1,?,6.349E2,1.071E-3,1.11E-1,?,1.07E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,6.5E-2,1.083E-1,-1.43E-1,8.203E-2,3.099E-2,-1.114E-1,-1.547E-1,-1.257E-2,-2.129E-3,0E0,4.672E-1,1.313E2,5.139E3,-8.286E4,5.11E7,Jealous Guy ( John Lennon ),Smooth Groove Masters,Instrumental,C,170096,128,148
1.223E2,8.75E-1,?,6.093E2,5.028E-4,5.298E-2,?,1.15E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-1.95E-1,-2.35E-2,1.064E-1,1.333E-1,7.942E-2,-7.051E-2,1.632E-1,6.962E-2,4.517E-2,0E0,2.534E-1,1.253E2,5.857E3,4.782E4,5.788E7,Jealous Guy ( John Lennon ),Smooth Groove Masters,Instrumental,C,170096,128,148
1.36E2,8.828E-1,?,5.925E2,1.28E-3,1.24E-1,?,1.12E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,1.164E-3,-1.303E-1,-6.761E-2,-5.371E-2,8.237E-2,-4.592E-2,-5.066E-2,9.531E-3,-2.065E-2,0E0,6.693E-1,1.33E2,5.5E3,-6.136E4,5.612E7,Just You and Me,Earl Klugh,Instrumental,C,219232,128,112
1.391E2,8.789E-1,?,7.681E2,1.397E-3,1.235E-1,?,1.24E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,9.521E-2,-6.737E-2,-9.392E-2,4.103E-2,3.493E-2,2.513E-3,-4.73E-3,8.628E-2,2.455E-2,0E0,6.457E-1,1.349E2,5.728E3,-6.316E4,5.646E7,Just You and Me,Earl Klugh,Instrumental,C,219232,128,112
1.145E2,7.812E-1,?,6.083E2,1.183E-3,1.144E-1,?,1.18E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-1.087E-1,-7.549E-2,2.045E-2,-2.069E-2,-6.533E-2,4.986E-2,-8.283E-2,1.736E-2,4.341E-2,0E0,6.139E-1,1.216E2,5.214E3,4.197E4,5.293E7,Just You and Me,Earl Klugh,Instrumental,C,219232,128,112
1.055E2,8.711E-1,?,6.084E2,1.341E-3,1.121E-1,?,9.5E1,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-1.852E-1,-3.352E-2,5.315E-2,3.517E-2,9.875E-2,-7.063E-2,-5.036E-2,-8.627E-2,1.195E-1,0E0,6.426E-1,1.159E2,6.234E3,1.255E5,6.834E7,Rehab,Smooth Jazz All Stars,Instrumental,C,208966,128,146
8.33E1,7.188E-1,?,9.24E2,1.541E-3,1.345E-1,?,9.4E1,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-2.155E-1,-1.171E-1,2.364E-2,-2.657E-2,9.034E-2,-1.15E-1,-9.652E-2,-2.374E-2,-5.558E-3,0E0,5.742E-1,1.069E2,6.176E3,1.476E5,6.681E7,Rehab,Smooth Jazz All Stars,Instrumental,C,208966,128,146
1.256E2,8.906E-1,?,4.359E2,1.266E-3,1.237E-1,?,8.9E1,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-1.131E-1,-6.773E-2,6.725E-2,-1.962E-2,8.998E-2,-9.746E-2,9.525E-2,-3.107E-2,-9.848E-2,0E0,6.992E-1,1.27E2,5.827E3,1.105E4,6.089E7,Rehab,Smooth Jazz All Stars,Instrumental,C,208966,128,146
1.068E2,8.242E-1,?,6.243E2,1.025E-3,8.293E-2,?,1.15E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,7.255E-2,-4.693E-2,-8.004E-2,5.861E-2,-7.901E-3,-6.942E-2,-6.697E-2,6.356E-2,-6.304E-2,0E0,4.724E-1,1.183E2,5.827E3,7.182E4,6.258E7,Sitting On the Dock of the Bay,Smooth Groove Masters,Instrumental,C,174223,128,103
1.242E2,8.125E-1,?,5.76E2,9.427E-4,8.909E-2,?,1.18E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-5.575E-2,-9.752E-2,-1.643E-1,-1.457E-2,-2.577E-2,1.234E-3,2.172E-2,4.778E-2,1.088E-1,0E0,4.87E-1,1.281E2,5.604E3,-5.257E4,5.516E7,Sitting On the Dock of the Bay,Smooth Groove Masters,Instrumental,C,174223,128,103
1.189E2,8.125E-1,?,6.72E2,1.212E-3,1.01E-1,?,1.11E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-4.183E-2,-1.686E-5,-7.585E-2,1.389E-2,6.582E-2,-2.154E-2,3.454E-2,6.219E-3,-1.241E-1,0E0,6.173E-1,1.227E2,5.532E3,8.334E2,5.436E7,Sitting On the Dock of the Bay,Smooth Groove Masters,Instrumental,C,174223,128,103
1.261E2,8.086E-1,?,8.576E2,1.113E-3,1.076E-1,?,1.2E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,1.074E-1,8.044E-2,-7.969E-2,3.039E-2,-8.064E-2,3.866E-2,-7.777E-2,-9.178E-3,-1.215E-1,0E0,5.494E-1,1.255E2,5.255E3,-3.32E4,4.919E7,Soldier Of Love,Smooth Jazz,Instrumental,C,227043,128,121
1.326E2,7.891E-1,?,6.157E2,1.334E-3,1.244E-1,?,1.18E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,7.538E-2,1.036E-1,-7.545E-2,5.127E-2,1.621E-1,-8.732E-3,-3.467E-2,4.41E-3,1.086E-2,0E0,6.717E-1,1.308E2,4.902E3,-4.154E4,4.453E7,Soldier Of Love,Smooth Jazz,Instrumental,C,227043,128,121
1.345E2,8.594E-1,?,7.176E2,1.288E-3,1.015E-1,?,1.24E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,7.99E-2,1.068E-1,-6.001E-2,-3.487E-2,2.617E-2,7.983E-2,-9.382E-2,3.139E-2,-9.544E-2,0E0,6.36E-1,1.308E2,5.415E3,-6.737E4,5.382E7,Soldier Of Love,Smooth Jazz,Instrumental,C,227043,128,121
1.261E2,7.695E-1,?,6.769E2,1.104E-3,9.298E-2,?,1.14E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-1.487E-2,-4.097E-2,5.304E-2,9.384E-4,-7.08E-3,1.237E-2,1.78E-2,8.208E-2,5.6E-2,0E0,5.25E-1,1.265E2,5.164E3,3.346E3,4.979E7,Whe I Fall In Love,The Filmscore Orchestra,Instrumental,C,278426,128,50
1.321E2,8.125E-1,?,7.39E2,9.15E-4,8.438E-2,?,1.13E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,2.879E-2,-2.077E-2,6.72E-4,7.486E-2,-1.563E-2,-4.185E-2,-1.269E-1,7.683E-2,3.848E-2,0E0,4.047E-1,1.291E2,4.874E3,-2.038E4,4.514E7,Whe I Fall In Love,The Filmscore Orchestra,Instrumental,C,278426,128,50
1.113E2,7.812E-1,?,6.606E2,1.04E-3,1.062E-1,?,9.3E1,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-2.648E-2,8.249E-2,7.076E-2,2.36E-2,-3.509E-2,1.048E-2,3.145E-2,1.262E-1,8.014E-2,0E0,5.956E-1,1.183E2,5.093E3,7.891E4,4.863E7,Whe I Fall In Love,The Filmscore Orchestra,Instrumental,C,278426,128,50
1.022E2,7.734E-1,?,6.55E2,9.794E-4,9.7E-2,?,8.6E1,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-2.048E-1,9.703E-2,1.384E-1,-8.85E-2,-1.161E-1,-2.846E-2,9.155E-2,1.072E-2,3.193E-2,0E0,4.346E-1,1.145E2,5.49E3,1.345E5,5.604E7,If You Leave Me Now ( Chicago ),Smooth Groove Masters,Instrumental,C,207137,128,105
