1.105E2,7.383E-1,?,7.365E2,5.25E-4,7.743E-2,?,1.09E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-5.048E-2,6.721E-2,5.601E-2,-7.186E-2,1.624E-1,-6.459E-2,-1.329E-3,-7.896E-2,2.249E-2,0E0,2.305E-1,1.181E2,4.851E3,8.41E4,4.72E7,Every Time I Think About Her,Smooth Jazz Tribute Jaheim,Instrumental,C,221374,128,80
1.304E2,7.773E-1,?,5.938E2,1.2E-3,1.119E-1,?,1.22E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,9.558E-2,1.532E-1,5.59E-2,5.216E-2,2.898E-2,9.833E-3,-9.902E-2,-2.362E-1,-7.27E-3,0E0,5.369E-1,1.291E2,4.604E3,-1.077E4,4.374E7,Every Time I Think About Her,Smooth Jazz Tribute Jaheim,Instrumental,C,221374,128,80
1.249E2,9.453E-1,?,6.547E2,1.497E-3,1.202E-1,?,9.8E1,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-9.356E-2,-1.065E-1,3.906E-2,-1.405E-1,1.491E-1,-9.686E-2,2.672E-2,1.33E-1,1.826E-2,0E0,6.793E-1,1.244E2,6.402E3,8.165E4,6.898E7,Careless Whisper,Richard Clayderman,Instrumental,C,166047,128,155
1.117E2,8.633E-1,?,5.141E2,1.23E-3,1.079E-1,?,1.08E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-2.054E-1,-1.365E-1,-6.161E-2,-5.888E-2,1.311E-1,-8.762E-3,-5.979E-2,1.249E-1,-8.618E-2,0E0,6.116E-1,1.201E2,5.807E3,9.434E4,5.935E7,Careless Whisper,Richard Clayderman,Instrumental,C,166047,128,155
1.117E2,8.633E-1,?,5.141E2,1.23E-3,1.079E-1,?,1.08E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-2.054E-1,-1.365E-1,-6.161E-2,-5.888E-2,1.311E-1,-8.762E-3,-5.979E-2,1.249E-1,-8.618E-2,0E0,6.116E-1,1.201E2,5.807E3,9.434E4,5.935E7,Careless Whisper,Richard Clayderman,Instrumental,C,166047,128,155
1.648E2,9.18E-1,?,6.934E2,1.907E-3,1.334E-1,?,9.1E1,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,2.521E-1,5.664E-2,-8.775E-2,-3.291E-1,6.414E-2,1.183E-1,-2.752E-1,1.613E-1,6.016E-3,0E0,7.36E-1,1.458E2,5.305E3,-1.355E5,5.645E7,The First Time Ever I Saw Your Face,Romantic Saxophone Quintet,Instrumental,C,281769,128,183
8.148E1,6.836E-1,?,6.777E2,1.5E-3,1.434E-1,?,1.12E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,4.069E-2,-2.898E-1,1.579E-1,-4.269E-2,2.316E-1,1.221E-1,3.151E-2,1.304E-1,9.669E-2,0E0,5.25E-1,1.08E2,5.801E3,1.844E5,6.164E7,The First Time Ever I Saw Your Face,Romantic Saxophone Quintet,Instrumental,C,281769,128,183
1.169E2,7.5E-1,?,5.849E2,1.209E-3,1.224E-1,?,9.4E1,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-1.425E-1,-1.246E-2,-4.291E-2,1.646E-3,-4.553E-2,7.846E-2,4.029E-2,-9.402E-4,1.178E-1,0E0,7E-1,1.206E2,4.819E3,3.874E4,4.322E7,The First Time Ever I Saw Your Face,Romantic Saxophone Quintet,Instrumental,C,281769,128,183
1.156E2,8.281E-1,?,6.622E2,1.378E-3,1.304E-1,?,9.9E1,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-1.268E-1,1.55E-3,-1.147E-2,2.772E-2,-6.091E-2,3.298E-2,-2.677E-2,5.975E-2,-1.215E-1,0E0,7.512E-1,1.221E2,5.538E3,1.264E4,5.407E7,All My Life,The Tesca Soundmachine,Instrumental,C,211108,128,72
1.143E2,8.633E-1,?,7.511E2,1.572E-3,1.468E-1,?,1E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-8.573E-2,-1.606E-1,-5.37E-2,2.534E-2,-4.204E-2,-5.891E-2,3.981E-2,-1.161E-1,5.508E-2,0E0,7.328E-1,1.188E2,6.188E3,9.755E4,6.835E7,All My Life,The Tesca Soundmachine,Instrumental,C,211108,128,72
1.21E2,8.086E-1,?,6.499E2,1.895E-3,1.513E-1,?,9.8E1,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-1.406E-1,6.528E-2,4.437E-3,-4.347E-3,-1.951E-3,2.453E-2,1.536E-1,-3.304E-2,-1.143E-2,0E0,7.824E-1,1.254E2,5.356E3,5.379E4,5.532E7,All My Life,The Tesca Soundmachine,Instrumental,C,211108,128,72
1.153E2,8.828E-1,?,4.5E2,1.339E-3,1.137E-1,?,8.6E1,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-1.921E-1,-1.766E-1,-1.345E-2,-2.5E-2,2.111E-3,-3.151E-2,7.932E-2,5.248E-3,-2.56E-2,0E0,7.226E-1,1.205E2,6.109E3,5.57E4,6.376E7,Put that Woman First,Smooth Jazz Tribute Jaheim,Instrumental,C,236969,128,78
1.109E2,7.773E-1,?,4.819E2,1.568E-3,1.348E-1,?,9.2E1,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-2.641E-1,-4.376E-2,6.021E-2,1.347E-1,-3.618E-2,4.762E-2,6.493E-2,-6.686E-2,1.219E-1,0E0,7.837E-1,1.193E2,5.644E3,7.983E4,5.545E7,Put that Woman First,Smooth Jazz Tribute Jaheim,Instrumental,C,236969,128,78
9.792E1,7.422E-1,?,5.315E2,1.447E-3,1.375E-1,?,8.9E1,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-3.296E-1,-2.78E-2,-1.923E-2,3.926E-2,-1.044E-2,-9.383E-2,-2.654E-2,5.421E-2,2.399E-2,0E0,7.463E-1,1.135E2,5.696E3,1.112E5,5.914E7,Put that Woman First,Smooth Jazz Tribute Jaheim,Instrumental,C,236969,128,78
1.201E2,8.281E-1,?,6.342E2,1.736E-3,1.642E-1,?,1.19E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,7.451E-2,-6.123E-2,3.414E-2,-1.045E-1,-1.237E-2,-6.4E-2,-3.545E-2,9.157E-2,7.834E-2,0E0,8.532E-1,1.256E2,5.736E3,3.215E2,5.979E7,Hotel California,Roberto Perera,Instrumental,C,232973,128,54
1.582E2,9.766E-1,?,7.771E2,2.024E-3,1.556E-1,?,1.31E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,2.207E-1,-7.161E-2,3.476E-2,-1.007E-1,8.889E-2,-1.163E-1,-2.731E-2,-3.81E-3,8.157E-2,0E0,8.131E-1,1.388E2,6.504E3,-7.997E4,7.251E7,Hotel California,Roberto Perera,Instrumental,C,232973,128,54
1.359E2,8.477E-1,?,7.554E2,1.572E-3,1.723E-1,?,1.01E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,5.187E-2,-8.424E-2,-4.48E-2,-5.578E-2,-3.758E-2,8.741E-2,3.635E-2,8.008E-2,-1.1E-1,0E0,8.632E-1,1.312E2,5.529E3,-4.829E4,5.491E7,Hotel California,Roberto Perera,Instrumental,C,232973,128,54
9.363E1,7.578E-1,?,5.499E2,1.177E-3,9.821E-2,?,9.1E1,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-2.779E-1,-9.261E-2,-1.17E-1,1.108E-2,-3.655E-2,1.126E-1,-1.301E-1,-8.118E-2,-3.882E-2,0E0,5.289E-1,1.104E2,5.723E3,1.208E5,5.596E7,I Know Him So Well,The Tesca Soundmachine,Instrumental,C,265835,128,66
1.353E2,9.648E-1,?,5.643E2,1.09E-3,1.002E-1,?,9.6E1,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-9.397E-2,-1.149E-1,6.64E-2,-1.463E-1,-1.224E-2,3.8E-2,5.906E-2,1.879E-3,2.389E-2,0E0,5.032E-1,1.289E2,6.753E3,1.999E4,7.274E7,I Know Him So Well,The Tesca Soundmachine,Instrumental,C,265835,128,66
1.382E2,8.125E-1,?,7.837E2,1.381E-3,1.209E-1,?,1.18E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,1.195E-1,5.056E-2,-2.007E-1,7.925E-2,6.201E-2,5.963E-2,1.365E-2,4.258E-3,6.214E-2,0E0,5.905E-1,1.343E2,5.054E3,-9.151E4,4.763E7,I Know Him So Well,The Tesca Soundmachine,Instrumental,C,265835,128,66
9.864E1,7.891E-1,?,7.43E2,1.536E-3,1.253E-1,?,1.05E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-1.057E-1,-3.096E-1,-1.886E-2,-1.206E-2,1.146E-1,-5.037E-2,1.809E-3,1.114E-1,-1.738E-1,0E0,6.827E-1,1.118E2,5.762E3,1.161E5,5.788E7,Hey Jude,Smooth Jazz Tribute to The Beatles,Instrumental,C,263275,128,75
1.067E2,7.812E-1,?,7.647E2,1.141E-3,1.031E-1,?,8.7E1,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-1.488E-1,6.501E-2,-6.375E-2,-1.024E-2,1.156E-1,3.166E-2,-1.176E-1,1.33E-1,-9.468E-2,0E0,5.798E-1,1.168E2,5.324E3,6.282E4,5.087E7,Hey Jude,Smooth Jazz Tribute to The Beatles,Instrumental,C,263275,128,75
8.853E1,6.914E-1,?,5.694E2,1.552E-3,1.263E-1,?,7.8E1,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-4.51E-1,-2.273E-2,-3.104E-2,-9.522E-3,1.575E-1,-2.945E-2,3.507E-2,6.446E-2,4.963E-2,0E0,6.672E-1,1.095E2,5.688E3,9.985E4,6.044E7,Hey Jude,Smooth Jazz Tribute to The Beatles,Instrumental,C,263275,128,75
1.412E2,8.555E-1,?,4.343E2,1.105E-3,9.811E-2,?,1.19E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,1.362E-1,-4.297E-3,-8.76E-3,3.612E-2,1.292E-2,1.578E-2,1.412E-1,3.433E-3,-3.057E-2,0E0,5.746E-1,1.342E2,5.474E3,-4.79E4,5.232E7,No Ordinary Love,Smooth Jazz,Instrumental,C,295118,128,167
1.297E2,8.555E-1,?,6.559E2,1.32E-3,1.253E-1,?,1E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,8.887E-2,3.568E-2,5.028E-3,6.324E-2,7.434E-3,2.956E-2,-8.483E-2,7.712E-2,2.299E-2,0E0,6.762E-1,1.279E2,5.503E3,-1.266E4,5.518E7,No Ordinary Love,Smooth Jazz,Instrumental,C,295118,128,167
1.402E2,8.711E-1,?,4.952E2,1.276E-3,1.309E-1,?,1.25E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,7.098E-2,8.23E-2,-2.397E-2,-5.888E-2,-2.906E-2,-1.945E-2,-4.744E-2,8.482E-3,1.219E-1,0E0,7.119E-1,1.329E2,5.504E3,-5.596E4,5.57E7,No Ordinary Love,Smooth Jazz,Instrumental,C,295118,128,167
1.349E2,8.984E-1,?,6.772E2,1.328E-3,1.177E-1,?,1.11E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,9.171E-2,-1.318E-1,-8.275E-2,1.703E-1,-6.007E-2,-1.718E-2,-1.79E-2,-6.572E-2,-5.502E-2,0E0,6.334E-1,1.29E2,5.909E3,-1.903E4,5.795E7,Sail On,The Gary Tesca Orchestra,Instrumental,C,242142,128,74
1.435E2,8.867E-1,?,7.935E2,1.088E-3,1.142E-1,?,1.18E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-3.61E-2,-1.143E-1,4.939E-4,4.716E-2,3.886E-2,9.954E-2,-3.617E-2,1.379E-1,-2.267E-2,0E0,5.695E-1,1.348E2,5.629E3,-6.493E4,5.535E7,Sail On,The Gary Tesca Orchestra,Instrumental,C,242142,128,74
1.462E2,8.828E-1,?,7.195E2,9.011E-4,7.722E-2,?,1.08E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,1.493E-1,7.918E-2,5.822E-2,1.796E-2,3.077E-2,-1.017E-1,-9.668E-2,-7.505E-2,5.034E-2,0E0,4.683E-1,1.377E2,5.37E3,-9.818E4,5.468E7,Sail On,The Gary Tesca Orchestra,Instrumental,C,242142,128,74
1.424E2,8.672E-1,?,8.027E2,7.376E-4,8.343E-2,?,1.21E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,5.615E-2,2.919E-2,-8.54E-2,2.007E-2,6.169E-2,1.921E-1,-1.309E-1,6.222E-2,-3.283E-2,0E0,3.323E-1,1.347E2,5.452E3,-5.935E4,5.449E7,Summer Breeze ( Isley Brothers ),Smooth Groove Masters,Instrumental,C,170383,128,157
1.234E2,8.398E-1,?,7.291E2,7.703E-4,7.573E-2,?,1.08E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-1.658E-1,7.159E-2,1.132E-1,-3.474E-2,-5.856E-3,4.073E-3,1.283E-1,-4.705E-2,2.238E-2,0E0,3.543E-1,1.258E2,5.616E3,9.479E3,5.579E7,Summer Breeze ( Isley Brothers ),Smooth Groove Masters,Instrumental,C,170383,128,157
1.183E2,8.203E-1,?,5.473E2,1.197E-3,9.928E-2,?,1.11E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-2.03E-2,-1.148E-2,3.075E-2,1.958E-2,2.303E-2,-4.799E-2,-5.698E-2,7.319E-2,4.376E-2,0E0,6.411E-1,1.224E2,5.294E3,3.558E4,5.095E7,Summer Breeze ( Isley Brothers ),Smooth Groove Masters,Instrumental,C,170383,128,157
1.547E2,9.219E-1,?,5.92E2,1.331E-3,8.825E-2,?,1.09E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,1.4E-1,-8.141E-2,-4.409E-2,-4.743E-2,1.171E-1,-8.938E-2,-7.096E-3,6.603E-2,1.535E-2,0E0,5.925E-1,1.404E2,5.876E3,-1.119E5,6.31E7,We Are The World,Manhattan Brass  Band,Instrumental,C,129893,128,127
1.127E2,7.891E-1,?,7.28E2,8.283E-4,7.244E-2,?,1.11E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-1.794E-2,2.668E-2,-5.309E-2,-1.804E-2,-5.115E-2,5.728E-2,-8.78E-2,1.17E-1,-1.247E-2,0E0,4.089E-1,1.194E2,5.475E3,3.315E4,5.425E7,We Are The World,Manhattan Brass  Band,Instrumental,C,129893,128,127
9.323E1,7.031E-1,?,6.342E2,1.028E-3,9.56E-2,?,9.4E1,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-2.695E-1,7.023E-3,-4.155E-2,1.471E-2,-1.384E-1,6.497E-2,2.778E-2,1.137E-2,-3.34E-2,0E0,4.978E-1,1.092E2,4.93E3,1.04E5,4.759E7,We Are The World,Manhattan Brass  Band,Instrumental,C,129893,128,127
1.147E2,8.281E-1,?,7.432E2,1.323E-3,1.018E-1,?,1.05E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-1.364E-1,8.362E-2,-8.726E-3,1.371E-1,2.057E-1,1.852E-1,-4.473E-2,6.079E-2,3.73E-2,0E0,5.118E-1,1.206E2,5.631E3,3.901E4,5.332E7,When I Need You ( Leo Sayer ),Smooth Groove Masters,Instrumental,C,167954,128,195
1.296E2,9.414E-1,?,6.866E2,6.499E-4,6.048E-2,?,1.27E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,1.689E-1,-1.923E-1,1.303E-1,-9.649E-2,1.743E-1,-1.406E-1,2.361E-1,5.887E-3,1.873E-1,0E0,2.631E-1,1.293E2,5.661E3,3.298E4,5.687E7,When I Need You ( Leo Sayer ),Smooth Groove Masters,Instrumental,C,167954,128,195
1.127E2,7.227E-1,?,6.684E2,1.102E-3,8.962E-2,?,1.12E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-8.15E-2,7.921E-2,-3.53E-2,-2.06E-2,1.399E-1,6.081E-2,2.615E-2,1.674E-3,6.142E-2,0E0,5.525E-1,1.19E2,4.676E3,4.923E4,4.363E7,When I Need You ( Leo Sayer ),Smooth Groove Masters,Instrumental,C,167954,128,195
1.238E2,8.477E-1,?,7.692E2,1.273E-3,1.197E-1,?,1.12E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-3.094E-2,-1.041E-1,-8.61E-3,1.362E-2,1.019E-1,1.347E-1,-1.141E-1,-6.247E-2,1.372E-2,0E0,5.637E-1,1.271E2,5.734E3,1.224E4,5.699E7,Michelle,Los Diplomaticos,Instrumental,C,223777,128,76
9.057E1,8.203E-1,?,5.555E2,1.564E-3,1.196E-1,?,1.01E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-2.029E-1,-1.922E-1,-3.547E-2,-9.151E-2,1.677E-2,-3.236E-2,1.656E-2,5.827E-2,-1.511E-3,0E0,6.528E-1,1.121E2,6.552E3,1.074E5,7.281E7,Michelle,Los Diplomaticos,Instrumental,C,223777,128,76
1.27E2,8.086E-1,?,6.999E2,1.4E-3,1.448E-1,?,1.17E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,1.612E-2,1.801E-1,-2.222E-1,-4.32E-2,-7.339E-2,8.423E-2,-4.161E-2,4.634E-2,2.21E-2,0E0,6.784E-1,1.274E2,4.971E3,-1.105E4,4.647E7,Michelle,Los Diplomaticos,Instrumental,C,223777,128,76
1.144E2,8.398E-1,?,7.966E2,1.035E-3,9.597E-2,?,1.01E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-1.123E-1,3.51E-3,1.295E-3,7.966E-2,1.068E-1,-4.919E-3,-4.704E-2,1.531E-2,-5.618E-2,0E0,4.576E-1,1.223E2,5.777E3,6.633E4,5.835E7,The First Cut Is The Deepest,The Gary Tesca Orchestra,Instrumental,C,245929,128,80
1.39E2,9.219E-1,?,5.573E2,8.076E-4,8.197E-2,?,9.3E1,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-4.973E-2,-5.463E-2,-2.446E-2,-4.013E-2,5.188E-2,-3.577E-2,9.502E-2,1.975E-1,8.02E-2,0E0,3.863E-1,1.326E2,5.937E3,-5.649E4,5.945E7,The First Cut Is The Deepest,The Gary Tesca Orchestra,Instrumental,C,245929,128,80
1.231E2,7.852E-1,?,6.41E2,1.244E-3,1.16E-1,?,9E1,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-9.784E-2,-2.63E-2,-8.301E-2,9.025E-2,1.44E-1,-9.385E-2,-4.239E-2,-2.035E-2,3.169E-2,0E0,5.507E-1,1.253E2,5.212E3,-2.07E3,5.029E7,The First Cut Is The Deepest,The Gary Tesca Orchestra,Instrumental,C,245929,128,80
1.009E2,8.711E-1,?,5.989E2,1.5E-3,1.151E-1,?,1.12E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-1.023E-1,-1.158E-1,1.098E-2,-1.027E-1,-7.893E-3,1.39E-1,-5.182E-2,1.729E-1,-5.816E-2,0E0,5.796E-1,1.129E2,6.285E3,1.191E5,6.618E7,What A Feeling,Manhattan Brass  Band,Instrumental,C,128509,128,132
1.318E2,7.773E-1,?,7.463E2,7.46E-4,7.467E-2,?,1.04E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-8.459E-2,6.101E-2,-2.24E-1,1.312E-1,-1.767E-3,2.106E-2,-8.597E-2,4.513E-2,7.724E-2,0E0,3.421E-1,1.315E2,4.772E3,-1.464E4,4.351E7,What A Feeling,Manhattan Brass  Band,Instrumental,C,128509,128,132
1.327E2,7.852E-1,?,6.981E2,8.827E-4,9.698E-2,?,1.02E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-5.609E-2,1.095E-1,1.467E-2,4.508E-2,-4.584E-2,-3.536E-2,-3.939E-2,-5.944E-3,6.902E-2,0E0,5.006E-1,1.299E2,4.629E3,-2.654E4,4.293E7,What A Feeling,Manhattan Brass  Band,Instrumental,C,128509,128,132
1.372E2,8.789E-1,?,6.424E2,1.155E-3,1.023E-1,?,1.11E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,-1.269E-3,1.451E-1,4.031E-2,-5.01E-2,1.001E-1,-5.192E-2,2.003E-1,1.278E-1,-7.095E-2,0E0,5.489E-1,1.331E2,5.196E3,-1.373E4,5.031E7,All Knight Long,The Gary Tesca Orchestra,Instrumental,C,374295,128,102
1.46E2,8.633E-1,?,6.713E2,1.361E-3,1.265E-1,?,1.12E2,?,?,?,-1.15E3,-8.527E-14,2.842E-14,-8.527E-14,5.684E-14,1.35E-13,9.948E-14,-8.527E-14,1.492E-13,-1.563E-13,-2.132E-14,-4.69E-13,8.527E-14,7.249E-2,1.293E-1,-5.75E-2,5.872E-2,1.248E-2,7.19E-2,7.482E-2,1.605E-2,-1.171E-1,0E0,6.006E-1,1.362E2,5.553E3,-6.693E4,5.515E7,All Knight Long,The Gary Tesca Orchestra,Instrumental,C,374295,128,102
